,Fit,Solution,Fit Vector,Time
6,181.5705150266234,[0.         0.         0.         ... 0.99901052 0.         0.        ],"[[3.06822028e+05 3.06822028e+05 3.06822028e+05 ... 1.81570515e+02
  1.81570515e+02 1.81570515e+02]]",808.1498677
