,Fit,Solution,Fit Vector,Time
3,173.21081012275312,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.35309135e-08
 1.00000000e+00 1.00000000e+00]","[[5.09285603e+05 5.09285603e+05 5.09285603e+05 ... 1.73210810e+02
  1.73210810e+02 1.73210810e+02]]",1271.343227699981
