,Fit,Solution,Fit Vector,Time
2,193.54711141183535,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.00000000e+00
 2.64840381e-01 2.10534459e-04]","[[3.06878315e+05 3.06878315e+05 3.06878315e+05 ... 1.93547111e+02
  1.93547111e+02 1.93547111e+02]]",810.0100812999999
