,Fit,Solution,Fit Vector,Time
0,167.41283314050406,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.93705380e-07
 5.81418785e-02 1.24615659e-05]","[[7.07786443e+05 5.08872923e+05 5.08846469e+05 ... 1.67412833e+02
  1.67412833e+02 1.67412833e+02]]",1257.3122707000002
