,Fit,Solution,Fit Vector,Time
6,174.53015807688504,[0.         0.         0.         ... 0.         0.18990916 0.        ],"[[4.09401039e+05 4.09401039e+05 4.09401039e+05 ... 1.74530158e+02
  1.74530158e+02 1.74530158e+02]]",1275.339311299991
