,Fit,Solution,Fit Vector,Time
1,170.59053224132197,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.36010413e-04
 8.97352631e-03 4.38193260e-01]","[[5.06202059e+05 5.06202059e+05 5.06202059e+05 ... 1.70590532e+02
  1.70590532e+02 1.70590532e+02]]",810.4357244000003
