,Fit,Solution,Fit Vector,Time
5,3437.331889990403,[0.         0.         0.         ... 0.         0.17484765 0.6124189 ],"[[403959.2935108 403959.2935108 403959.2935108 ...            nan
             nan            nan]]",70.13318419999996
