,objFn_best,objFn_avg
0,4481.406603590907,187808.15631319254
1,4411.662085910197,114431.34833869814
2,4232.648746837812,84450.41407052446
3,4232.648746837812,51099.92984977608
4,4232.648746837812,44429.56628239152
5,4031.162162474264,24416.06646558511
6,4031.162162474264,14363.763454679578
7,3981.6003052173337,4292.629558150341
8,3981.6003052173337,4241.188523992128
9,3960.912589940762,4177.009977762976
10,3960.912589940762,4162.700266493446
11,3960.912589940762,4115.938875268283
12,3835.192834899815,4081.2711397587236
13,3783.2223006522304,4037.763228860992
14,3783.2223006522304,4009.781678118804
15,3783.2223006522304,3981.8990711210236
16,3783.2223006522304,3960.657585678356
17,3783.2223006522304,3944.6023537411256
18,3783.2223006522304,3920.0069836957096
19,3670.8233115490843,3883.895303804881
20,3670.8233115490843,3862.728891947915
21,3670.8233115490843,3834.060863329354
22,3619.460274723834,3803.7895990257516
23,3619.460274723834,3791.067744644503
24,3615.7106321986994,3756.6793729392075
25,3615.7106321986994,3744.997382102353
26,3610.9112501291456,3712.1204642542953
27,3563.0025585407825,3689.9717424919895
28,3563.0025585407825,3656.2744302447954
29,3527.5021457858206,3630.7124589664736
30,3508.534926304534,3615.820397076511
31,3508.534926304534,3602.907018228379
32,3508.534926304534,3588.1891814107084
33,3508.534926304534,3573.2640426084718
34,3458.1704234192066,3555.5331953931664
35,3458.1704234192066,3542.523514193087
36,3373.649789260912,3531.5423047186177
37,3373.649789260912,3517.5641901755453
38,3373.649789260912,3510.4691639572147
39,3373.649789260912,3500.3574149596557
40,3373.649789260912,3480.7076275289382
41,3373.649789260912,3452.4943913724883
42,3373.649789260912,3444.1142123486698
43,3289.046289661964,3427.8689604692363
44,3270.4818095012597,3402.6423919948734
45,3270.4818095012597,3395.46860005195
46,3270.4818095012597,3381.984137970285
47,3270.4818095012597,3363.0073112215373
48,3222.046004379815,3353.4302215805637
49,3197.2092817305415,3320.20031028885
50,3197.2092817305415,3310.6194868334296
51,3197.2092817305415,3282.076975078013
52,3197.2092817305415,3260.224382087057
53,3197.2092817305415,3246.520483583849
54,3135.074486302877,3227.2072117826397
55,3091.326656493415,3207.6426317085293
56,3086.1218845183716,3182.901331721638
57,3083.9397060871447,3164.0109542811256
58,3083.9397060871447,3153.240943406584
59,3052.4701570465595,3131.6184026449496
60,3038.053228467289,3118.3493072289034
61,3027.180970774408,3099.356074894886
62,3027.180970774408,3084.9476274100143
63,3004.5217462059272,3068.593788866111
64,3002.891105469241,3053.881670971176
65,2981.7797895642525,3033.9586376145085
66,2969.8072090263336,3019.7124358339133
67,2963.838474167068,3006.181625735211
68,2895.7702091430333,2988.687232875111
69,2895.7702091430333,2970.421300499743
70,2895.7702091430333,2957.563811837547
71,2855.699897027283,2939.422525342507
72,2855.699897027283,2920.2687362568377
73,2846.7631205827433,2907.1016282634278
74,2842.8892975060376,2889.663589567381
75,2826.2572404308144,2875.266668897359
76,2727.977001618149,2857.7372659087755
77,2727.977001618149,2846.440236192269
78,2727.977001618149,2834.362404041826
79,2727.977001618149,2830.049964868664
80,2727.977001618149,2818.9734392785676
81,2727.977001618149,2808.850888588678
