,Fit,Solution,Fit Vector,Time
7,175.9890559697491,[0.         0.         0.         ... 0.85728386 0.17151705 0.93809184],"[[3.06943704e+05 3.06943704e+05 3.06943704e+05 ... 1.75989056e+02
  1.75989056e+02 1.75989056e+02]]",808.9062054000005
