,Fit,Solution,Fit Vector,Time
4,160.1964349490562,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.13858861e-04
 4.04573460e-05 4.42784468e-03]","[[5.07852920e+05 4.09595956e+05 4.09595956e+05 ... 1.60196435e+02
  1.60196435e+02 1.60196435e+02]]",1261.1775566000142
