Fit,Time
153.75182512543353,1772.2051280999876
166.21818581601323,1766.0638752999948
164.55393811440607,1769.9617127000092
169.92974360186287,1765.9812571999937
153.48831914324148,1759.9807289000018
158.29692365137538,1768.2373847999988
192.26613691435625,1769.2909206999902
155.6107437980065,1773.5668176000036
165.5723391681939,1770.7336462999956
153.89446812119957,1775.9722717999975
