,Fit,Solution,Fit Vector,Time
0,190.59939392446373,[0.         0.         0.         ... 0.9572813  0.         0.84034002],"[[6.03736204e+05 6.03736204e+05 5.04990437e+05 ... 1.90599394e+02
  1.90599394e+02 1.90599394e+02]]",810.0580373000003
