,Fit,Solution,Fit Vector,Time
4,235.72637288201446,[0.         0.         0.         ... 1.         0.99987104 0.        ],"[[206900.86474003 206900.86474003 206900.86474003 ...    235.72649534
     235.72649534    235.72637288]]",808.4067664000004
