,Fit,Solution,Fit Vector,Time
8,171.77135761165837,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.14998989e-07
 2.03532675e-01 3.35926956e-01]","[[6.08572972e+05 6.08572972e+05 4.08745898e+05 ... 1.71771358e+02
  1.71771358e+02 1.71771358e+02]]",1273.5981659999816
