,Fit,Solution,Fit Vector,Time
1,162.6178687823355,[0.         0.         0.         ... 0.         0.00124435 0.09222606],"[[6.07501159e+05 5.09182271e+05 5.09182271e+05 ... 1.62617989e+02
  1.62617989e+02 1.62617869e+02]]",1269.6459856000147
