,Fit,Solution,Fit Vector,Time
5,173.09709767063967,[0.         0.         0.         ... 0.90400946 0.02065194 0.29152417],"[[6.08519717e+05 5.11136763e+05 5.11136763e+05 ... 1.73097098e+02
  1.73097098e+02 1.73097098e+02]]",1267.7236588000087
