,Fit,Solution,Fit Vector,Time
9,178.64780953571895,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 7.18937153e-05 1.17944244e-01]","[[5.08383935e+05 5.08383935e+05 5.08383935e+05 ... 1.78647810e+02
  1.78647810e+02 1.78647810e+02]]",1269.4560685000033
