1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.871999999999996,28.0,28.0,28.0,0.0,0.0,0.0,16.45375183349235,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.128000000000004,32.25600000000001,39.38400000000001,46.51200000000001,46.51200000000001,46.794772958653844,46.794772958653844,46.794772958653844,46.794772958653844,46.794772958653844,52.872,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,20.0,0.0,0.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0
16.0,16.0,20.871999999999996,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.27680812884615,21.906675586730763,27.0,0.0,0.0
