,Fit,Solution,Fit Vector,Time
3,165.93191909215886,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.24740430e-01
 1.58860399e-03 5.29946296e-05]","[[3.06747806e+05 3.06747806e+05 3.05110464e+05 ... 1.65931919e+02
  1.65931919e+02 1.65931919e+02]]",807.0566237999992
