,objFn_best,objFn_avg
0,4330.977629755407,177469.65453925804
1,4144.3109635707315,80727.56572251846
2,4112.639367256473,58684.16522817554
3,3985.2018207167703,49593.474848257116
4,3882.3787364865148,52534.7703106268
5,3882.3787364865148,70429.89918316113
6,3767.6911610715742,70370.61000676353
7,3767.6911610715742,63303.013166782
8,3630.765076576074,56236.29879086299
9,3567.6384047768775,57181.89006430719
10,3540.169603211698,45138.37101422409
11,3411.2481153538165,33040.79529321717
12,3406.6966965867464,30994.456305481537
13,3313.6232246011855,30936.271627563965
14,3275.067002083955,30874.314801333054
15,3226.2719811599277,30810.900742274294
16,3098.760548339246,32778.37437154425
17,3005.2532286355495,25710.163180799856
18,2954.609166711344,24650.655786149364
19,2954.609166711344,21579.40406795254
20,2942.6221306128336,25520.13686071277
21,2873.020085946703,23482.18237157169
22,2856.3741362805954,26438.216134368315
23,2792.1209564781525,29405.693155039764
24,2739.119789451897,35354.388229846656
25,2695.355919919415,26327.282708460767
26,2691.2344283427965,29276.551312288404
27,2653.0523114518815,45236.85077569505
28,2564.2327471512726,33218.70648532135
29,2564.2327471512726,31200.12773779031
30,2529.0681485422965,34156.95213871237
31,2512.624874144975,31107.525045138154
32,2512.624874144975,37081.91547694949
33,2437.1491776362177,27078.468265481315
34,2414.8481438638087,25059.79297240084
35,2401.9782123718683,26009.014436122343
36,2392.3717023932963,30013.741727847744
37,2354.884914682173,31937.732562121746
38,2330.7923843904236,25956.25719219511
39,2330.7923843904236,20917.160441303255
40,2326.770085521712,23880.567213340266
41,2302.6126144327286,20865.976933658654
42,2276.4965204695786,20859.09747783786
43,2263.1815759683436,21846.20571145571
44,2223.5883573788255,20844.982364593303
45,2194.1446201026,25846.8127946505
46,2194.1446201026,18791.34709130624
47,2194.1446201026,21783.431713643404
48,2168.900532241048,28767.08764428467
49,2154.51871894382,38756.423705067944
50,2147.2372142924796,28738.619207756125
51,2097.132145154492,44768.98870551575
52,2097.132145154492,47739.19453631025
53,2092.7165153562214,48713.23442086311
54,2061.6728812175015,24684.871800656547
55,2061.6728812175015,39693.49299661962
56,2047.1296536540126,34679.387728570786
57,2039.8704181904689,32640.894477179623
58,2030.8556698783561,31646.007909966218
59,2028.2428572081653,28630.511440911745
60,2013.0320995936654,38644.2397453029
61,1998.1522167492737,28614.67066126901
62,1991.3977706469304,39609.78664569142
63,1986.6268946608852,35598.63428630603
64,1976.570200904392,37591.92774584553
65,1959.712613496106,28548.064374288064
66,1953.8418749271307,28539.974692985565
67,1953.838422445824,29563.594311548328
68,1945.1854929786543,33590.807455504044
69,1919.7794597332093,24557.382834960008
70,1901.4624107315924,26524.383428945308
71,1898.3105837124376,26526.179201214854
72,1839.8729733371765,28531.83354819899
73,1839.8729733371765,34512.84939255358
74,1839.8729733371765,29480.30408219747
75,1835.528047302,41492.56634398138
76,1835.528047302,36469.38065307168
77,1835.528047302,28470.615403731572
78,1835.528047302,29469.934613165784
79,1831.4962035674396,34461.63519506425
80,1828.8144648483326,31443.149509999617
81,1826.0251975212764,41432.94073232748
82,1823.1711131017892,28435.671537029735
83,1806.9091972135304,33452.63543865312
84,1801.025113581005,41443.778878106525
85,1797.3659008424518,30445.336157613285
86,1794.925605588511,33422.047926212326
87,1785.2122818361793,29405.56730556315
88,1773.6261843109398,42456.08230333388
89,1772.5101985589008,33412.012971823846
90,1768.6722974585916,25403.717468179915
91,1761.6914296519114,29376.23005287045
92,1748.8678117542977,31377.578566276632
93,1748.0396427876685,34390.20316142665
94,1745.2628758632688,34701.901701180715
95,1741.5842029390346,37378.195735741516
96,1732.1477742878578,38359.35964373723
97,1731.8893598698282,37360.66945457446
98,1720.9979307179512,31663.629092253133
99,1714.2389294863196,31368.732885765978
100,1711.5512823721824,30349.173380788605
101,1702.6130094602843,36323.414518967395
102,1693.6941979953845,34678.97151529751
103,1693.6941979953845,52369.17404987993
104,1693.6941979953845,38335.07966391923
105,1683.2992347332563,36312.400777659714
106,1680.153526470578,32304.781662693113
107,1666.5980187715065,37339.707871350285
108,1656.0193993519163,30340.999115087503
109,1656.0193993519163,31306.584650200057
110,1640.699838823921,38279.164905606114
111,1638.024568948795,40665.919980179
112,1596.9099321326262,37272.351830000276
113,1596.9099321326262,55277.725895592914
114,1592.203905757741,34262.28623569614
115,1579.6586826020555,43272.85164510105
116,1551.9539798530848,35260.55762371656
117,1532.5520792883494,35226.97835349691
118,1520.8148689195386,44205.53107491678
119,1519.7510441673512,30186.915917243474
120,1514.6463970222005,28170.59020349658
121,1513.9869967997774,27164.96575286342
122,1510.2751556576056,33192.17093289117
123,1506.4718211223271,29143.543991735954
