,objFn_best,objFn_avg
0,4205.428007082875,185502.078135878
1,4137.206860507883,100687.53745024012
2,4029.3688488091066,56680.9426913904
3,3922.9543571850227,61550.026800884225
4,3761.872737411631,55458.73435018693
5,3761.872737411631,58348.390521069385
6,3675.747379352987,43269.136724135096
7,3617.3292779080157,36209.30826672363
8,3534.224422781162,36115.511302379295
9,3517.032704309975,37050.39532359769
10,3426.9495614026255,43982.90483842101
11,3247.4959690443225,35907.007664738056
12,3247.4959690443225,38840.71474194447
13,3209.087426425008,30757.108382430724
14,3133.3921977190475,32727.79373284521
15,3039.6239742114526,25687.53546012865
16,2943.5366671704464,33584.58392162467
17,2868.0979194197485,27543.816516977888
18,2868.0979194197485,30492.881673754477
19,2858.9699747306354,28449.22632365494
20,2731.6264507800834,32402.796518342515
21,2728.8433598792535,41360.328695678974
22,2681.5421492264145,25292.87806688786
23,2539.2945184672403,28250.084779476383
24,2539.2945184672403,30197.237414453444
25,2526.951815291795,36157.619008412046
26,2491.534112882135,34139.99615428358
27,2441.658376050546,28098.532411743374
28,2432.018412709907,33035.58135892262
29,2348.8262032287143,35014.664142702946
30,2328.0779900183097,36988.84598425758
31,2288.2952169669456,35959.36670233848
32,2245.1353651699887,31903.689390773525
33,2218.8986823546024,22876.424309721893
34,2197.1282329183837,27827.608817388318
35,2170.9073435592313,33785.790030582146
36,2123.194321235006,37771.028060476456
37,2099.9077008962377,25782.177154631543
38,2039.2004606408163,31743.035364217594
39,2024.8203806629576,39724.62960356295
40,2009.1834507498368,36701.33103176372
41,1997.870583174173,26674.584666683422
42,1989.8819954367343,23620.90541980276
43,1937.8836271315397,31584.45433196855
44,1937.8836271315397,24568.035225033742
45,1934.2649841507614,21549.513093626625
46,1905.0241160350577,18568.02867032528
47,1904.9110251031107,26543.97150463825
48,1903.411134644909,34534.712846467664
49,1882.1422720323108,30504.233167202627
50,1874.1218869925501,23500.87993405528
51,1865.5334597201547,26506.68272077361
52,1853.1791685111582,33487.8781683126
53,1849.2208647690188,27503.922442277995
54,1841.3208434938063,33493.02921790523
55,1801.9106845303015,32488.32347796308
56,1801.9106845303015,25472.60876669896
57,1792.8051425391882,30440.918591549016
58,1787.3205470953942,31451.80303983643
59,1748.3993063392402,41426.91087995545
60,1748.2616908469704,39411.0027121172
61,1736.2149947599855,41408.995822717334
62,1734.5903074631144,42388.375221781265
63,1733.941536039502,24371.229791005775
64,1720.7241465686284,40375.412204852844
65,1703.4736923630735,36369.25629227496
66,1685.0563877980724,34343.117021640195
67,1650.7849145290184,30304.632575567564
68,1630.1115844052727,34315.913159183605
69,1618.459863188509,31285.861081258994
70,1617.7327035370995,33300.32856670641
71,1613.5883386414612,29283.105783095594
72,1609.7056426409476,34273.79206399662
73,1603.988018025187,38251.011419815135
74,1582.70790010346,28264.101593428786
75,1576.376583456706,35251.20818392506
76,1569.9558563275368,33258.76403229554
77,1569.9558563275368,34240.35466138811
78,1553.720053221437,34220.791251998766
79,1553.720053221437,27196.527289210764
80,1547.2710372339839,35203.93863127378
81,1527.6431477525427,42209.118941459696
82,1527.6431477525427,36234.548788801425
83,1526.913578313621,33166.71269358844
84,1517.37209630687,24182.628494440276
85,1510.8199353443347,31175.048693458368
86,1508.7693806996472,30154.31391777291
87,1498.84096410537,30154.210159843842
88,1491.6466327044257,29162.699457618728
89,1490.112220133423,42162.542260950904
90,1473.4401672692964,31165.254383728527
91,1473.4401672692964,32152.435565312342
92,1473.4401672692964,40157.352434291985
93,1468.1015804953993,30161.23199188915
94,1464.1133082605704,28387.239322153615
95,1464.1133082605704,41135.92472189024
96,1462.0626663601363,33136.87341941947
97,1454.1749871836128,34108.591466904196
98,1453.316999636277,35121.326619904095
99,1451.2077306395565,34110.41673032802
100,1451.2077306395565,29123.056168476618
101,1447.1829987245185,31123.484407878514
102,1444.1364550687456,40127.476756983895
103,1438.2519870002795,45113.21550947901
104,1433.4074717425758,48126.26486923536
105,1433.4074717425758,42101.333121040145
106,1426.9983886819848,33136.084326288255
107,1426.9983886819848,36086.576658269565
108,1418.2578680226743,37829.80339142802
109,1418.2578680226743,36096.388841760396
110,1417.0038421492873,38461.07456206433
111,1413.6822937504273,37116.2320706999
112,1412.8057169947215,45114.15556323812
113,1411.3083196757307,33401.53592524592
114,1407.0910280827566,42070.16692129187
115,1407.0910280827566,48080.82553597713
116,1407.0910280827566,48078.46381808535
117,1404.4910674275266,39083.06934341951
118,1401.2928589289656,37085.715359116686
119,1400.2196133265825,44101.55305609443
120,1400.2196133265825,32098.635536358324
121,1397.5728582207075,43089.03140153497
122,1395.2208958695228,33060.54720981403
123,1395.1021396751987,31687.289693412324
124,1391.7721792749694,34062.58170171342
125,1391.6295302911178,39075.65400313504
126,1388.0746806491427,29081.472519377574
127,1384.6551935844857,24063.167925278867
128,1383.2369727153864,39060.712595596684
129,1383.0295544323226,39050.01185751486
130,1378.7861443401625,39064.272583198675
131,1376.9683918102876,39078.7368414179
132,1376.9683918102876,34039.419068690986
133,1374.423875576288,26057.292557864894
134,1366.5647236505408,39030.24815463484
135,1363.3576591647227,26049.93389558444
136,1356.9799065899454,23024.385471626618
137,1354.6644320700482,33052.18122047922
138,1350.7539856623425,43060.724523721285
139,1339.13283862866,36035.29203637414
140,1339.13283862866,27988.10937097665
141,1321.5530052450442,32034.393350715203
142,1321.5530052450442,27997.006101134073
143,1314.0293423010758,22005.410795991393
144,1307.483948739331,37028.633173604
145,1307.1126445452783,33983.64208725428
146,1304.1254738872124,29005.332396429367
147,1301.299147377653,24962.21230637673
148,1296.1051882089487,36025.14815472578
149,1294.6570815337475,36999.19660109342
150,1294.1819035024391,35987.19203105659
151,1291.0790271430453,22984.239765244958
152,1289.4920553583463,30273.50731318735
153,1287.078533123876,20959.871185691034
154,1282.406020670433,25188.453134349245
155,1282.406020670433,29967.916529875976
156,1281.8805634930538,45991.04584247781
157,1278.6999333577648,41992.6412799243
158,1278.6999333577648,35964.509527592076
159,1266.2539004881733,32960.51555481533
160,1266.2539004881733,29953.541851530048
161,1264.0570537932508,41962.777534310146
162,1260.8865890766494,37973.003109792546
163,1260.291733866896,34968.86708311267
164,1258.4841210620316,34943.343600470995
165,1258.0089723966878,36936.13164740469
166,1257.12461229915,33960.70322868836
167,1255.879916569763,30929.9129014892
168,1245.6929278502241,33943.29493321425
169,1245.6929278502241,27927.017523499842
170,1244.234229563426,23929.472683939355
171,1240.3576572241213,34947.624721098866
172,1239.7304942644564,27198.222390338564
173,1238.2239339885632,33911.458558139784
174,1237.143480798014,35272.09383448408
175,1236.7544099130969,40931.59131825109
176,1235.820721706147,37926.456343168895
177,1234.8630744681116,36964.40978301783
178,1234.8630744681116,31249.49733683001
179,1233.9396836576864,38937.202777290535
180,1233.8314545885835,37922.78384659692
181,1232.3128470699185,40928.849440372345
182,1232.1445484747996,44369.22900553397
183,1231.487439803896,37657.13782311025
184,1229.928724256409,32905.32870014055
185,1229.2395139537566,21892.59260902482
186,1229.2395139537566,30898.442286770813
187,1228.216138162943,28900.824445436498
188,1227.7215339678287,25413.335430969124
189,1226.9051658154183,23375.8843336935
190,1226.4814904703799,32214.758578514553
191,1223.0172675515537,29931.657038797137
192,1222.104180439377,30936.939908990487
193,1222.104180439377,39917.411377087636
194,1219.2383218600853,32918.4928929874
195,1201.7781057762309,36932.266330664075
196,1201.4418645217138,36912.11734365711
197,1198.4580290139293,35892.0630551274
198,1195.2965466652192,45899.12040953458
199,1194.9689914107555,35873.48865823742
200,1194.9689914107555,33891.642443472076
201,1193.8818206666324,23885.589838612304
202,1191.0013990246407,22887.359907739345
203,1189.6865855522951,29896.481855553644
204,1188.1312159850258,20917.56335912652
205,1187.9457887008991,19872.496470044945
206,1185.934141479258,19248.466900442243
207,1184.9011867796219,22880.16752639979
208,1179.2774109222662,20890.03629969095
209,1179.2774109222662,22104.24698082671
210,1178.9023212724567,23908.678707511834
211,1178.0533888184518,24865.414282757636
212,1175.393309737827,30182.724384713754
213,1173.878704077118,34195.28041114518
214,1173.878704077118,28867.762186318323
215,1173.1975456393548,24896.47015487645
216,1170.6917854701232,42302.88261131278
217,1170.1989354070538,42881.26025624171
218,1169.174547893502,40887.73722247497
219,1166.368570406854,45882.19770178792
220,1166.1745982095172,37879.84907324311
221,1164.9628308961992,28874.41503977227
222,1163.5198131320133,37871.39203630597
223,1162.776591058717,32203.19241302478
224,1162.3801591657364,33209.572944729734
225,1162.1177877405878,34880.28212439941
226,1160.0927533005101,37218.19285976418
227,1160.0927533005101,37223.82208475576
228,1159.928163428982,38369.300814645685
229,1158.870202609036,41681.02766872125
230,1155.3167833939822,31149.850676228016
231,1155.3167833939822,31883.71397106719
232,1155.3167833939822,34201.114581239584
233,1155.3167833939822,35867.41726278985
234,1155.3167833939822,36208.92285046083
235,1155.1074214320372,36571.69488861094
236,1151.7248515187246,40252.162821497426
237,1151.7248515187246,30136.187280546343
238,1146.8211308471657,34857.50628615585
239,1145.669570447733,42510.934249326645
240,1144.8944402598906,35852.40845633162
241,1141.8154072074176,39608.12123216875
242,1130.2765793368753,36187.95846748131
243,1130.1341144726837,31165.436515706446
244,1115.9799734761361,30856.411732300872
245,1115.9799734761361,32822.154799269534
246,1112.147034228723,34833.973508367206
247,1109.4424521223277,32823.80727870931
248,1108.1369955818534,25034.198594052355
249,1108.1369955818534,32424.839671758327
250,1105.2902636598758,31434.052227828186
251,1105.2902636598758,36158.22786371874
252,1103.5741557163171,25316.88283595283
253,1103.445490771167,41828.16394461416
254,1103.3797664027197,39964.27088598438
255,1103.0003901778698,33147.147723321905
256,1083.9230852408775,35537.08069390017
257,1083.2236810018078,30289.856752865733
258,1082.5953896572685,32456.711296969323
259,1079.3369457684887,40353.451463041034
260,1077.214848478835,33130.76767523746
261,1070.6088368460453,39573.00512356171
262,1070.6088368460453,35479.47234984997
263,1061.2683902272524,34480.82098166594
264,1061.2683902272524,33111.25584441399
265,1059.6946177205916,40800.97339019071
266,1059.482474452786,47143.6266310182
267,1059.1733721002488,40160.78816724094
268,1055.5342476130124,41775.71606150108
269,1055.5342476130124,37884.093465224585
270,1054.6759033862643,40192.47226538354
271,1052.9250079619403,43947.761792380225
272,1052.102624323507,42789.81958838483
273,1048.7389826209467,40142.998834464845
274,1048.7389826209467,46216.59397500846
275,1047.844679263601,25750.575949671347
276,1045.7018000631003,38528.37779474748
277,1042.648358986976,38513.593737724594
278,1042.648358986976,47140.58778202688
279,1040.7688035240694,44757.0326781957
280,1040.7688035240694,46101.97162090238
281,1038.4556985283261,51754.69535496981
282,1038.4556985283261,41363.813996258155
283,1038.4556985283261,35497.32613895254
284,1038.1560913928643,38160.71795937067
285,1037.0640318469118,41764.96157357374
286,1036.3185323851178,36448.31631473924
287,1030.1710321812436,40160.66256790365
288,1030.1710321812436,48714.44023396643
289,1026.0302755137284,43225.88459687617
290,1023.890362437641,41579.609927031284
291,1023.890362437641,46232.308586516585
292,1023.7115354982719,28020.018898589507
293,1023.2789810873237,31053.789282567017
294,1022.7041300535393,34081.44733377428
295,1022.3712198623238,42851.02498800531
296,1021.8651322453311,40751.49460200227
297,1021.6652064136309,49173.698054163084
298,1021.6652064136309,55979.93902579515
299,1021.6222713712341,36456.11465189636
300,1021.5107898893252,45657.66995994856
301,1021.0946928669525,33336.64205377374
302,1021.0810002432506,42742.06551915949
303,1020.8437199579926,35425.22247530651
304,1020.5430426920551,42052.30084993166
305,1020.5430426920551,37997.39415718183
306,1019.3059423352917,44204.210417406655
307,1018.9532938328481,46654.101341082125
308,1017.7634346833139,46656.711856302216
309,1016.4817697282639,40528.53897274337
310,1016.3548503632899,37480.40155105343
311,1014.1575101529029,39120.611527781766
312,1012.7398852792443,46652.446728948715
313,1012.7398852792443,35786.50990718179
314,1011.4687867729182,43610.88053562465
315,1011.4687867729182,49645.188516078364
316,1011.4687867729182,39768.007718145
317,1010.2895965859447,44029.437088599094
318,1010.2895965859447,52237.5932909142
319,1007.3837469129865,39892.753920874406
320,1003.9736857538143,50711.55028916363
321,1003.9736857538143,57557.526019119716
322,997.6833995518797,35784.49925414627
323,994.2516564296565,36795.02705313973
324,991.0929849454229,39092.15194198907
325,981.039062398305,36727.25901962375
326,980.2566263452065,33683.5017720976
327,980.2566263452065,43996.34919850976
328,979.683136064509,37728.3867055311
329,973.7984456212534,32714.79680602544
330,967.9520239452492,43687.56485367306
331,967.9520239452492,46603.5625025624
332,967.8352311940329,41705.98603367783
333,964.9247425658457,40511.531817229006
334,964.7584832405987,51714.15482597871
335,964.6493864705988,41105.804071377315
336,964.539087096944,32323.86812020871
337,964.2308400868496,36044.824696750235
