,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.5050352396072586
6,1.3992226983870983
7,3.3294497281619573
8,5.727770984338965
9,7.517274161741243
10,8.712586191994255
11,9.411095079399942
12,9.175108252813951
13,8.426840244380273
14,7.439762968408516
15,5.486641587740647
16,3.163048799313159
17,1.3192743629194297
18,0.4646767820793724
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,30.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,30.0
32,30.0
33,30.0
34,30.0
35,30.0
36,30.0
37,30.0
38,30.0
39,30.0
40,30.0
41,30.0
42,30.0
43,30.0
44,30.0
45,30.0
46,30.0
47,30.0
48,10.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,10.0
56,10.0
57,10.0
58,10.0
59,10.0
60,10.0
61,10.0
62,10.0
63,10.0
64,10.0
65,10.0
66,10.0
67,10.0
68,10.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.2528807142011121
78,0.7003409744021827
79,1.6834473744321774
80,2.8330974121543075
81,3.7457959282663373
82,4.3136353039816795
83,4.584239447680414
84,4.605418465671643
85,4.310071477095479
86,3.6400968323495926
87,2.763088657669111
88,1.5472389619175513
89,0.6472249269913319
90,0.22836133252167545
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.12596409635131164
102,0.3572512209798407
103,0.843289567416073
104,1.4280023006848983
105,1.8871796367243636
106,2.1776298028310075
107,2.348823540999947
108,2.2364684339264667
109,2.149519720168324
110,1.8240648284147154
111,1.3583041617975569
112,0.7772478959355389
113,0.3258102267633554
114,0.11641618557048418
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.45195082712559276
126,1.2477077609033442
127,3.007585257726028
128,5.080589840424185
129,6.6992036916843505
130,7.78500784434416
131,8.200555758132388
132,8.32467898078571
133,7.2349069744938515
134,6.421225305982881
135,4.920119157305701
136,2.5690415890276332
137,1.1835184300791777
138,0.41247049235912414
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.07371309807589849
150,0.2151539174311163
151,0.5071809964003235
152,0.8410231442923829
153,1.0567162431487231
154,1.313410718164069
155,1.3073640331794227
156,1.3990816525014724
157,1.267345365106534
158,1.099389738516429
159,0.7694817082670673
160,0.47049426334107564
161,0.1979825229662049
162,0.06848528138639866
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.001078147736057411
174,0.04190161827957173
175,0.06461222464483285
176,0.01419914187704574
177,0.055573903290507154
178,0.048127655850615625
179,0.004396847002917426
180,0.1993459516213285
181,0.19406333958324673
182,0.005473724036273886
183,0.14233906949224284
184,0.002834071192621135
185,0.0074556456878303035
186,0.0029749937010906113
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.00017597947054592833
246,0.020221183931150355
247,0.013583601971222548
248,0.03788765095369229
249,0.04062810424954266
250,0.06672161994076031
251,0.12350651552101599
252,0.0818086365459969
253,0.00038031488628043064
254,0.08252151387280726
255,0.05140167094733927
256,0.035702473335338825
257,0.016140077312297052
258,0.005464555368556556
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.000564250484517359
270,0.0030298581868263286
271,0.0052259207856250045
272,0.007490230869101611
273,0.006032379533576382
274,0.012548659130212414
275,0.0050494406007728365
276,0.1071451171823532
277,0.005706175822556059
278,0.03724434469648452
279,0.048941002510663134
280,0.014222821690907161
281,0.005872275388458581
282,0.0004967583746318255
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0035512214833912648
294,0.049304124096655855
295,0.04707049980008238
296,0.08718327317022467
297,0.11635956684421966
298,0.09963461871623025
299,0.27338697563018144
300,0.11232980320604113
301,0.5239062510733188
302,0.27948771721742816
303,0.14596343420389957
304,0.2802529944275669
305,0.010538577667352333
306,0.008416105843292832
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0022039100255989152
318,0.0010147300688836958
319,0.0019282965206954827
320,0.020272374640019075
321,0.07921096660603677
322,0.0006963590126609631
323,0.10495975578100736
324,0.007086478163817578
325,0.025790172487995866
326,0.01739576535029097
327,0.07486539031786665
328,0.004388167234791351
329,0.0010269783248841036
330,0.001662484980670842
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,49.938492177685
337,29.30771264878406
338,49.99883351184791
339,45.34036584571737
340,46.10144274417911
341,45.62788214527274
342,46.711793990804395
343,16.378953800953134
344,16.504554978618025
345,4.208316138435626
346,12.499622714815795
347,5.24543035482491
348,8.536314570422867
349,5.721488088326835
350,10.575835535502598
351,20.758729911549594
352,28.08946254779107
353,32.77034204462369
354,39.02595293865167
355,43.03096372896267
356,29.79773533384966
357,49.956577538867265
358,44.30575754388333
359,34.82554649123763
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.06842183029767145
385,0.06169808969855054
386,0.2436664289670179
387,0.09941635622943373
388,0.028257419515385684
389,0.08474376698723891
390,0.07495673069615381
391,0.06585381977998236
392,0.026722854889689472
393,0.31212554167923034
394,0.11804757981254077
395,0.02200695242832371
396,0.24890227893690753
397,0.07890436882070713
398,0.17108489287111378
399,0.169956837873631
400,0.07829832209662954
401,0.09186657578024748
402,0.30118154464832814
403,0.055144636042542404
404,0.002244951078466925
405,0.21689197019861112
406,0.029171872030484193
407,0.24766806940575242
408,0.00248454020778561
409,0.048115639806384766
410,0.10803000054009258
411,0.004425562361617438
412,0.01858928896413277
413,0.0012322376831347983
414,0.038296054746141464
