,0
0,27.368678307473882
1,49.51246306859845
2,46.34076354479687
3,46.67524367318757
4,45.291980482009876
5,45.89752127586028
6,46.89552275516234
7,26.749285994925113
8,49.997676093547675
9,33.922604611077546
10,27.151832209199753
11,33.43379379442816
12,35.700935502702244
13,32.413912760073885
14,50.01754009564051
15,44.68522462094195
16,49.99424179017652
17,50.003923932473356
18,49.99755057040513
19,50.00354875392564
20,44.55598477954793
21,49.62357246324967
22,47.190432355079786
23,38.2280049723713
