,Fit,Solution,Fit Vector,Time
7,169.90790494842838,[0.         0.         0.         ... 0.00397333 0.92538588 0.        ],"[[5.08038703e+05 3.11843147e+05 3.11843147e+05 ... 1.69907905e+02
  1.69907905e+02 1.69907905e+02]]",1275.632347900013
