,Fit,Solution,Fit Vector,Time
2,174.6924870051203,[0.         0.         0.         ... 0.98254616 0.01433457 0.42582656],"[[5.08236004e+05 3.13116759e+05 3.13116759e+05 ... 1.74692487e+02
  1.74692487e+02 1.74692487e+02]]",1264.5597410999762
